MSE,Euclidean Distance,Cosine Distance,L1 Distance,Pearson Correlation,Dot Product,Jaccard Similarity,Hamming Distance,Mahalanobis Distance
0.08102252334356308,1.272969126701355,0.14234477281570435,4.502782821655273,0.12470576912164688,4.4773173332214355,0.23076923076923078,10,7.793149948120117
0.018970174714922905,0.6159573793411255,0.03694427013397217,2.387782573699951,0.8395110964775085,4.797199726104736,0.5555555555555556,4,2.878770351409912
0.0362231619656086,0.8511540293693542,0.052214741706848145,3.154336452484131,0.7600205540657043,5.534289360046387,0.7333333333333333,4,5.418002605438232
0.0525851733982563,1.0255259275436401,0.1023668646812439,3.7277450561523438,0.6534870266914368,4.532203674316406,0.6,4,2.5103704929351807
0.03469979390501976,0.8330641388893127,0.06800734996795654,3.000903606414795,0.823738157749176,4.599451065063477,0.4,6,0.848108172416687
0.01617775857448578,0.5688191056251526,0.03296947479248047,1.9273724555969238,0.8984339237213135,4.745061874389648,0.7777777777777778,2,5.674724102020264
0.05694086104631424,1.067153811454773,0.1055709719657898,4.237246513366699,0.7939763069152832,4.673871040344238,0.6,4,3.1570558547973633
0.0388387106359005,0.8813479542732239,0.07613480091094971,3.231438159942627,0.6574922204017639,4.555078029632568,0.3333333333333333,8,1.5382843017578125
0.025348028168082237,0.7120116353034973,0.051724255084991455,2.8210649490356445,0.8847458958625793,4.546566486358643,0.75,2,2.9326186180114746
0.02835945226252079,0.7531195282936096,0.054622530937194824,2.728853225708008,0.6063171625137329,4.766019821166992,0.5,5,3.959198474884033
0.03334629908204079,0.8166553378105164,0.05201530456542969,2.8268520832061768,0.6395204663276672,5.027595520019531,0.5,5,1.9137024879455566
0.06089971214532852,1.1036278009414673,0.11574184894561768,4.182704925537109,0.6992526054382324,4.634404182434082,0.5384615384615384,6,4.088358402252197
0.0613105483353138,1.107344150543213,0.11848551034927368,4.431139945983887,0.7611881494522095,4.386902809143066,0.5,5,3.8502166271209717
0.022057313472032547,0.6641884446144104,0.04514038562774658,2.5703558921813965,0.7944112420082092,4.51381778717041,0.6,4,17.430442810058594
0.017045315355062485,0.5838717818260193,0.030198216438293457,2.0752017498016357,0.8478434085845947,5.250837802886963,0.6923076923076923,4,4.282313823699951
0.012600208632647991,0.5020001530647278,0.02569514513015747,1.971543788909912,0.7624951004981995,4.537162780761719,0.6,4,6.982166290283203
0.02843012847006321,0.7540574073791504,0.05195021629333496,2.8201050758361816,0.5198904871940613,4.696005821228027,0.4166666666666667,7,5.336562633514404
0.04797036573290825,0.9794933795928955,0.0994989275932312,3.5094332695007324,0.4291847050189972,4.324407577514648,0.5,5,4.26105260848999
0.03227699548006058,0.8034549355506897,0.0637507438659668,2.7366533279418945,0.5513196587562561,4.539155006408691,0.5555555555555556,4,4.665110111236572
0.04017309471964836,0.8963603377342224,0.07081753015518188,3.4825422763824463,0.7633914947509766,4.712372779846191,0.5555555555555556,4,6.4998698234558105
0.018780561164021492,0.6128712892532349,0.03792929649353027,2.0068295001983643,0.6582924127578735,4.628567695617676,0.5,5,1.5552301406860352
0.02260337583720684,0.6723596453666687,0.045720577239990234,2.519672393798828,0.4075983166694641,4.666769981384277,0.45454545454545453,6,2.1942174434661865
0.020039141178131104,0.6330741047859192,0.04080700874328613,2.3607616424560547,0.45054197311401367,4.710274696350098,0.36363636363636365,7,6.644457817077637
0.03129754215478897,0.7911705374717712,0.06151723861694336,3.142929792404175,0.6950151920318604,4.630581855773926,0.6,4,2.7409582138061523
0.031693119555711746,0.7961547374725342,0.06878447532653809,2.915213108062744,0.7007067203521729,4.2888336181640625,0.45454545454545453,6,2.364929676055908
0.04298105463385582,0.9271575212478638,0.07337749004364014,3.4148991107940674,0.6304986476898193,4.707911491394043,0.5,5,8.08404541015625
0.025872915983200073,0.71934574842453,0.04376500844955444,2.531156539916992,0.7918074131011963,5.240311622619629,0.45454545454545453,6,8.68737506866455
0.025509430095553398,0.7142748832702637,0.049915313720703125,2.7881104946136475,0.8418253064155579,4.823497772216797,0.5454545454545454,5,7.1001296043396
0.038389626890420914,0.876237690448761,0.06978505849838257,3.397955894470215,0.669390857219696,4.889342784881592,0.4166666666666667,7,5.683743000030518
0.01045380812138319,0.4572484791278839,0.021411597728729248,1.7216451168060303,0.7431703209877014,4.75984525680542,0.5454545454545454,5,5.584253311157227
0.023916641250252724,0.6916161179542542,0.039697885513305664,2.486327648162842,0.8229373693466187,5.245725631713867,0.5454545454545454,5,9.463722229003906
0.012926836498081684,0.508465051651001,0.02446770668029785,1.9032156467437744,0.7801963090896606,4.63821268081665,0.45454545454545453,6,7.04032039642334
0.06297558546066284,1.1222796440124512,0.12240254878997803,4.233290195465088,0.6201280951499939,4.5148420333862305,0.4666666666666667,8,3.1359646320343018
0.03350941464304924,0.8186503052711487,0.04832446575164795,3.151460647583008,0.7958829998970032,5.577056407928467,0.7857142857142857,3,3.095224142074585
0.014483160339295864,0.5382036566734314,0.029808104038238525,2.0429604053497314,0.7726489901542664,4.683835506439209,0.6,4,2.1107265949249268
0.030294133350253105,0.7783846259117126,0.06028252840042114,2.8106467723846436,0.8036990761756897,4.536960601806641,0.5555555555555556,4,4.410131454467773
0.023033758625388145,0.6787305474281311,0.045218586921691895,2.690535068511963,0.8390845656394958,4.663637638092041,0.36363636363636365,7,1.4400601387023926
0.03435446694493294,0.8289085030555725,0.06100374460220337,3.1751604080200195,0.6260170340538025,4.672066688537598,0.45454545454545453,6,7.979903697967529
0.016438955441117287,0.5733926296234131,0.031089186668395996,2.155636787414551,0.8591769933700562,4.69625186920166,0.6,4,14.966565132141113
0.05618850141763687,1.0600801706314087,0.11174392700195312,4.160583972930908,0.6685913801193237,4.369915008544922,0.45454545454545453,6,1.3773187398910522
0.027234509587287903,0.738031268119812,0.04427170753479004,2.725048542022705,0.6244450211524963,4.9618048667907715,0.5454545454545454,5,2.0247058868408203
0.0855143591761589,1.3077794313430786,0.14698660373687744,4.831439971923828,-0.000847121758852154,4.451523780822754,0.23076923076923078,10,9.359354972839355
0.041234731674194336,0.9081270098686218,0.07777392864227295,3.4717607498168945,0.15950246155261993,4.558032989501953,0.25,9,6.774660587310791
0.019052866846323013,0.617298424243927,0.03841888904571533,2.185774803161621,0.6595538258552551,4.641692161560059,0.5,6,3.6270508766174316
0.05241936072707176,1.0239077806472778,0.10451531410217285,3.66263484954834,0.5541354417800903,4.462365627288818,0.5833333333333334,5,3.556776762008667
0.0225419532507658,0.6714454889297485,0.03610634803771973,2.4606451988220215,0.848137378692627,5.392579078674316,0.6153846153846154,5,3.588291883468628
0.029864300042390823,0.7728428244590759,0.06369191408157349,3.002041816711426,0.542750895023346,4.367504596710205,0.21428571428571427,11,3.131168842315674
0.019116079434752464,0.6183215975761414,0.039643704891204834,2.3719675540924072,0.8661698698997498,4.557256698608398,0.6,4,2.47365140914917
0.017859067767858505,0.5976464748382568,0.03760170936584473,2.1048736572265625,0.5898497104644775,4.527338981628418,0.25,9,1.6898181438446045
0.01707831583917141,0.5844367742538452,0.0337449312210083,1.905512809753418,0.9186063408851624,4.826931476593018,1.0,0,4.716795921325684
0.01971832476556301,0.6279860734939575,0.03999513387680054,2.320889949798584,0.6758081316947937,4.668896675109863,0.5454545454545454,5,2.136284828186035
0.021648628637194633,0.658006489276886,0.04158848524093628,2.614927291870117,0.9048467874526978,4.914029121398926,0.6363636363636364,4,8.818374633789062
0.023860635235905647,0.6908058524131775,0.04146301746368408,2.7513320446014404,0.9515014886856079,4.982563018798828,1.0,0,3.449402332305908
0.04853862524032593,0.9852778911590576,0.0944908857345581,3.749898910522461,0.655674397945404,4.53212833404541,0.6363636363636364,4,8.260241508483887
0.048422522842884064,0.9840987920761108,0.10055434703826904,3.638111114501953,0.4457712173461914,4.2741851806640625,0.6,4,3.8400557041168213
0.037516988813877106,0.86622154712677,0.0734868049621582,3.3264920711517334,0.6235498189926147,4.650941371917725,0.4,6,5.870396614074707
0.028737938031554222,0.7581284642219543,0.05592930316925049,2.718658208847046,0.5589331388473511,4.532956123352051,0.4,6,7.8354620933532715
0.03217555209994316,0.802191436290741,0.06324028968811035,2.6386210918426514,0.20256958901882172,4.620991230010986,0.25,9,3.474715232849121
0.01662314310669899,0.5765959024429321,0.031892240047454834,1.9053969383239746,0.6968676447868347,4.770726203918457,0.6,4,6.475555419921875
0.026584548875689507,0.7291713953018188,0.05422961711883545,2.4521987438201904,0.6174551844596863,4.46119499206543,0.5555555555555556,4,6.933034896850586
0.03204258531332016,0.8005321025848389,0.06533575057983398,3.053934097290039,0.2977840304374695,4.546597480773926,0.2727272727272727,8,2.2257614135742188
0.03508844971656799,0.8377165198326111,0.050798654556274414,3.081176280975342,0.30636584758758545,5.373187065124512,0.42857142857142855,8,5.092729091644287
0.030034197494387627,0.7750380039215088,0.05604124069213867,3.0752243995666504,0.070378877222538,4.769927978515625,0.3076923076923077,9,4.483786582946777
0.01625063829123974,0.570098876953125,0.031266748905181885,2.141794204711914,0.6142781972885132,4.818770408630371,0.45454545454545453,6,1.8427397012710571
0.027069156989455223,0.7357874512672424,0.04558205604553223,2.7681756019592285,0.0597342886030674,4.9859466552734375,0.2,12,3.424309730529785
0.017497306689620018,0.5915624499320984,0.03607511520385742,2.233060836791992,0.37443822622299194,4.581624507904053,0.4166666666666667,7,4.786880970001221
0.030651820823550224,0.7829664349555969,0.06057703495025635,2.9803943634033203,-0.1567477285861969,4.687524795532227,0.2,12,6.282102584838867
0.02967437542974949,0.7703813910484314,0.055188536643981934,2.7299680709838867,0.6480172276496887,4.685844898223877,0.5454545454545454,5,5.358846664428711
0.02240173891186714,0.6693539619445801,0.04530000686645508,2.550203800201416,0.4415605068206787,4.535794734954834,0.2727272727272727,8,5.382623672485352
0.03797445818781853,0.8714867830276489,0.07665026187896729,3.3227219581604004,0.6941990256309509,4.522737503051758,0.6,4,2.3351986408233643
0.030259771272540092,0.7779430747032166,0.0495147705078125,3.073869228363037,0.4754948318004608,4.904641628265381,0.3076923076923077,9,4.271842956542969
0.03284774348139763,0.8105275630950928,0.06446057558059692,3.185133695602417,0.1804625689983368,4.625288486480713,0.3333333333333333,8,6.130198001861572
0.020977357402443886,0.6477245688438416,0.034750282764434814,2.384413480758667,0.5073375105857849,4.994124412536621,0.5,7,2.084109306335449
0.031508851796388626,0.7938368916511536,0.05820035934448242,2.7898263931274414,0.507479727268219,4.75369930267334,0.5454545454545454,5,3.3057446479797363
0.02841251902282238,0.7538238167762756,0.0514448881149292,2.8306379318237305,0.5001562833786011,4.857041358947754,0.5,6,3.7009117603302
0.025110561400651932,0.7086686491966248,0.04560917615890503,2.629631996154785,0.42605698108673096,4.866391181945801,0.38461538461538464,8,3.665365219116211
0.013417929410934448,0.5180333852767944,0.021774113178253174,1.9476039409637451,0.5991281867027283,4.984556674957275,0.5454545454545454,5,7.799597263336182
0.12402214854955673,1.5749422311782837,0.22064387798309326,6.111043930053711,-0.3895679712295532,4.138023376464844,0.07692307692307693,12,5.616861343383789
0.0783599317073822,1.251878023147583,0.11319035291671753,4.787053108215332,0.23127810657024384,5.345194339752197,0.4,9,6.852875232696533
0.02602486126124859,0.721454918384552,0.052143752574920654,2.934926986694336,0.11531312018632889,4.600086212158203,0.23076923076923078,10,5.705677032470703
0.05193547531962395,1.0191709995269775,0.07915151119232178,3.4544684886932373,0.27645206451416016,5.395960330963135,0.5333333333333333,7,3.5895304679870605
0.014843794517219067,0.5448631644248962,0.027277469635009766,1.9906448125839233,0.6100477576255798,4.699141025543213,0.5454545454545454,5,5.354532718658447
0.03480130434036255,0.8342818021774292,0.057212650775909424,2.683133840560913,0.3207724988460541,4.90132474899292,0.5,6,5.566977024078369
0.03353610634803772,0.8189762830734253,0.05436253547668457,2.9190621376037598,0.07846010476350784,4.940769672393799,0.23076923076923078,10,6.209238052368164
0.027387067675590515,0.7400954961776733,0.05492430925369263,3.000563621520996,0.015674587339162827,4.592334747314453,0.18181818181818182,9,7.743486404418945
0.01890280283987522,0.6148626208305359,0.03526949882507324,2.2947402000427246,0.58211350440979,4.8653035163879395,0.38461538461538464,8,2.0926215648651123
0.028246426954865456,0.7516172528266907,0.05559372901916504,2.93975830078125,-0.03480572998523712,4.667506217956543,0.2,12,3.2856321334838867
0.01710262894630432,0.5848526358604431,0.032803118228912354,2.255261182785034,0.4132286310195923,4.6717681884765625,0.3076923076923077,9,5.2888689041137695
0.030837545171380043,0.7853348851203918,0.0639876127243042,2.8880510330200195,0.6451084017753601,4.494731903076172,0.5555555555555556,4,2.300260305404663
0.014500620774924755,0.5385280251502991,0.023554563522338867,2.0874712467193604,0.594322144985199,4.992913246154785,0.46153846153846156,7,7.6538920402526855
0.05617065355181694,1.059911847114563,0.07978522777557373,3.401979923248291,0.3482646942138672,5.551471710205078,0.5625,7,3.3845486640930176
0.12386278063058853,1.573930025100708,0.23049509525299072,6.023941993713379,-0.29153504967689514,3.9397637844085693,0.07692307692307693,12,6.459480285644531
