MSE,Euclidean Distance,Cosine Distance
0.003405832452699542,1.3205249309539795,0.04431283473968506
0.002077304059639573,1.0312999486923218,0.037212371826171875
0.0010919213527813554,0.7477056384086609,0.07340359687805176
0.0012718138750642538,0.8069502711296082,0.06605327129364014
0.017648786306381226,3.006023645401001,0.625735878944397
0.00042752063018269837,0.4678574204444885,0.03716397285461426
0.0006034729303792119,0.5558580160140991,0.05835914611816406
0.002496394794434309,1.1305547952651978,0.08798706531524658
0.011118730530142784,2.3859567642211914,0.15934431552886963
0.002474932000041008,1.1256842613220215,0.17508411407470703
0.003771305549889803,1.3895713090896606,0.3624485731124878
0.0016694751102477312,0.9245383739471436,0.1290590763092041
0.00218730210326612,1.0582526922225952,0.09706085920333862
0.0018330501625314355,0.9687733054161072,0.11050915718078613
0.0010236205998808146,0.7239431738853455,0.057647705078125
0.001662705559283495,0.9226620197296143,0.08595877885818481
0.0014167141634970903,0.8516793251037598,0.12503379583358765
0.002128526335582137,1.0439374446868896,0.020245611667633057
0.0028766547329723835,1.213609218597412,0.13220512866973877
0.004660576581954956,1.5447379350662231,0.25815433263778687
0.0020618736743927,1.0274626016616821,0.10459339618682861
0.0012294575572013855,0.7933992147445679,0.070445716381073
0.0015644069062545896,0.8949728012084961,0.08095705509185791
0.000756006920710206,0.6221539378166199,0.06707370281219482
0.003911804407835007,1.415218710899353,0.10609829425811768
0.00243644998408854,1.116898536682129,0.12614423036575317
0.005221467465162277,1.635050892829895,0.16055500507354736
0.0020103291608393192,1.0145385265350342,0.13727456331253052
0.000822401256300509,0.6488986611366272,0.07223725318908691
0.0010683882283046842,0.7396044731140137,0.08594685792922974
0.0029013874009251595,1.2188150882720947,0.07959139347076416
0.004819733090698719,1.570892572402954,0.2062320113182068
0.002122277859598398,1.042404055595398,0.09513294696807861
0.0017849900759756565,0.9559890031814575,0.1190786361694336
0.0020305393263697624,1.0196255445480347,0.1110694408416748
0.003327671904116869,1.3052846193313599,0.1436694860458374
0.002674114890396595,1.1701054573059082,0.20290011167526245
0.0014864145778119564,0.8723785281181335,0.0741695761680603
0.0022345352917909622,1.069617748260498,0.0757976770401001
0.002057138131931424,1.0262819528579712,0.05760693550109863
0.008266360498964787,2.057274103164673,0.4947662949562073
0.0007936969632282853,0.6374738216400146,0.05896705389022827
0.002760179340839386,1.1887859106063843,0.13965904712677002
0.0004716911353170872,0.49143245816230774,0.04409915208816528
0.0008099820115603507,0.6439804434776306,0.07390165328979492
0.002579720225185156,1.1492679119110107,0.18590331077575684
0.0032031703740358353,1.2806339263916016,0.10232758522033691
0.005809074267745018,1.7246001958847046,0.17144900560379028
0.0022153418976813555,1.065014123916626,0.1017693281173706
0.0006643907399848104,0.5832392573356628,0.056900739669799805
