MSE,Euclidean Distance,Cosine Distance
0.0037013008259236813,1.376613974571228,0.059030771255493164
0.028875412419438362,3.8450241088867188,0.5162068009376526
0.013144660741090775,2.5942370891571045,0.2995036244392395
0.007732394151389599,1.9897199869155884,0.09078776836395264
0.00896057765930891,2.141918659210205,0.15415549278259277
0.015248139388859272,2.794109344482422,0.2436661720275879
0.005007005296647549,1.6011204719543457,0.11947065591812134
0.0067434608936309814,1.8581312894821167,0.13376617431640625
0.004077296704053879,1.4448446035385132,0.05044442415237427
0.007515601813793182,1.9616289138793945,0.13213133811950684
0.006564217619597912,1.8332701921463013,0.13892877101898193
0.0036652483977377415,1.3698930740356445,0.10026097297668457
0.004884819500148296,1.5814636945724487,0.0794176459312439
0.011211486533284187,2.395888328552246,0.13251399993896484
0.007077677641063929,1.9036204814910889,0.18322759866714478
0.005074893590062857,1.6119384765625,0.06197154521942139
0.007630552630871534,1.9765735864639282,0.1553211808204651
0.008058298379182816,2.0312185287475586,0.18428605794906616
0.0049340203404426575,1.5894081592559814,0.039371371269226074
0.010803413577377796,2.351881742477417,0.20142650604248047
0.016976535320281982,2.9482173919677734,0.27092957496643066
0.005342717282474041,1.6539260149002075,0.1538233757019043
0.00793185643851757,2.0152196884155273,0.11602091789245605
0.04266338795423508,4.67371940612793,0.5738974213600159
0.0037466443609446287,1.3850204944610596,0.06362724304199219
0.006392314564436674,1.8091061115264893,0.15636169910430908
0.006249655038118362,1.7888050079345703,0.11992448568344116
0.0032360153272747993,1.2871829271316528,0.06525814533233643
0.008435441181063652,2.07820725440979,0.08474373817443848
0.023982498794794083,3.504146099090576,0.3498283624649048
0.007139112800359726,1.9118645191192627,0.14783984422683716
0.003980554640293121,1.4276007413864136,0.07276374101638794
0.009112270548939705,2.159972906112671,0.08662885427474976
0.005254143849015236,1.640159010887146,0.07725954055786133
0.017010942101478577,2.9512035846710205,0.2449631690979004
0.00828592386096716,2.059706926345825,0.13212966918945312
0.005274690687656403,1.6433628797531128,0.11452001333236694
0.006976737175136805,1.8899972438812256,0.14861249923706055
0.0062250965274870396,1.7852869033813477,0.1234431266784668
0.0096582705155015,2.223743438720703,0.11977332830429077
0.010221350006759167,2.2876474857330322,0.12026917934417725
0.006900189444422722,1.879600167274475,0.1196218729019165
0.01563633233308792,2.8294525146484375,0.27162277698516846
0.0013800682500004768,0.8405920267105103,0.037423670291900635
0.005741786677390337,1.714582920074463,0.11276960372924805
0.0024704954121261835,1.124674916267395,0.07057201862335205
0.006582227069884539,1.8357832431793213,0.1190219521522522
0.0066426899284124374,1.8441956043243408,0.10182857513427734
0.005642984062433243,1.699766993522644,0.08745002746582031
0.0030592521652579308,1.25153386592865,0.06960439682006836
0.010953291319310665,2.3681395053863525,0.15722393989562988
0.0026665329933166504,1.1684454679489136,0.05743217468261719
